poem_id,book_name,count,title,verses,verse_number,label,poet
35,جام جم,35,حکایت,"رفت کسری ز خط شهر به دشت / با سواران ز هر طرف میگشت
گلشنی دید تازه و خندان / تر و نازک چو خط دلبندان
پر ز نارنج و نار باغی خوش / زیر هر برگ آن چراغی خوش
گفت: کاب از کدام جویستش؟ / که بدین گونه رنگ و بویستش
باغبانش ز دور ناظر بود / داد پاسخ که نیک حاضر بود
گفت: عدل تو داد آب او را / زان نبیند کسی خراب او را
پادشاهی به زور باشد و مرد / مرد را مال دوست داند کرد
مال کس بی‌عمارتی ننهاد / وین عمارت به عدل باشد و داد
از عمارت نظر مدار دریغ / بی‌رعیت چو آب باش و چو میغ
ملک معمول و گنج مالامال / بر کشد تخت را به گردون بال
شاه بی‌شهر چون ستاند باج / شهر بی‌ده زبون شود ز خراج
طلب عدل کن ز شاه و وزیر / گو مدان نحو و حکمت و تفسیر
نحوشان عمر و وزید را شاید / عدلشان عالمی بیاراید
شاه مهر و وزیر ماه بود / زین دو آفاق در پناه بود
شب چو رفت آفتاب در پرده / مه نیابت کند دو صد مرده
ملک را شب وزیر نام اندوز / حارس و پاسبان بود تا روز
نصب این هر دو کردگار کند / نه ز رو مرد بیشمار کند
نشود طالع اختر شاهی / بی‌وجود مدبر داهی
خنجر خسروست و کلک وزیر / سپر ملک روز گیراگیر
شاه باشد به روز عدل چو باغ / مرشب فتنه را وزیر چراغ
وزرا ملک را امینانند / کار فرمای دولت اینانند
وزرایی، که مرکز جاهند / آسمان قبول را ماهند
گر نسازند کار درویشان / وزر باشد وزارت ایشان
خلق صد شهر گشته سر گردان / در پی خواجه در بدر گردان
پی ایشان هزار دل در تست / کام این بیدلان بباید جست
روی چندین هزار دل در تست / کام این بیدلان بباید جست
کار ایشان به دست خویش بساز / مرهم سینه‌های ریش بساز
خیر تاخیر بر نمی‌تابد / خنک آنکس که خیر دریابد
چشم گیتی تویی، مرو در خواب / فرصت از دست میرود، دریاب
",29,masnavi,ouhadi
36,جام جم,36,در باب ظلمه و ظلم,"ظلمت ظلم تیره دارد راه / عدل باید جناح و قلب سپاه
خانهٔ ظالمان نه دیر، که زود / به فضیحت خراب خواهد بود
دود دل خانه سوز ظالم بس / بد کنش را همان مظالم بس
ظلم تاریک و دل سیه کندت / عدل رخشنده‌تر ز مه کندت
مرد را ظلم بیخ کن باشد / عدل و دادش حصار تن باشد
چه جنایت بتر که خون خوردن؟ / وانگه از حلق هر زبون خوردن
نیست در بیخ دولت اینان / تبری چون دعای مسکینان
تو نترسی که باغ سازی و تیم / خرج آن جمله از خراج یتیم؟
باغ خود را نچیده گل بیوه / برده سرهنگ هیزم و میوه
شب تاریک دوک رشتن او / روز نانی به خون سرشتن او
وانگهی ظالمی چنین در پی / تیغ دفع بدان تویی،یا حی
پیره‌زن نیمشب که آه کند / روی هفت آسمان سیاه کند
وای بر خفتگان خونخواران! / ز آفت سیل چشم بیداران
بس که دیدم دعای پیرزنان / که فرو ریخت خون تیرزنان!
گر به یک حبه ظلم ورزی تو / به حقیقت جوی نیرزی تو
از تو گر دیده‌ای پر آب شود / ملکت از سیل آن خراب شود
مهل، ای خواجه، کین زبونگیران / شهر وارون کنند و ده ویران
چو ضرورت شود معاون کار / ملک خود را به عادلان بسپار
چه کنی بر قلم زنان دغل / تکیه بر عقد ملک داری و حل؟
قلمی راست کرده در پس گوش / چشم بر خردهٔ کسان چون موش
حلق درویش را بریده به کلک / مال و ملکش کشیده اندر سلک
نشناسد که: کردگارش کیست؟ / نه بداند که: اصل کارش چیست؟
علم دانستن فقیر و نقیر / علم ازردن یتیم و صغیر
گر ترا تیغ حکم در مشتست / شحنه کش باش دزد خود کشتست
دزد را شحنه راه رخت نمود / کشتن دزد بی‌گناه چه سود؟
دزد با شحنه چون شریک بود / کوچها را عسس چریک بود
چون سیاست نباشد اندر شهر / ندرخشد سنان و خنجر قهر
نیم شب کرد بر کریوه رود / دزد بر بام طفل و بیوه رود
همه مارند و مور،میر کجاست؟ / مزد گیرنده، دزدگیر کجاست؟
راه زد کاروان و ده را کرد / شحنهٔ شهر مال هر دو ببرد
بر حرامی چو شحنه شد خندان / به حرم دان فرو برد دندان
چون کمان رئیس شد بی‌زه / نتوان خفت ایمن اندر ده
شهر وقتی که بی‌عسس باشد / چین ابروی شحنه بس باشد
تیغ حاکم حصار شهر بود / داروی درد فتنه قهر بود
سر دزدان که میوهٔ دارست / بر تن آسوده پارهٔ کارست
دزد را جای بر درخت بهست / پاسبان را نظر به رخت بهست
بتو معمور داده‌اند این ملک / به خرابی مهل، که گیرد کلک
تا رخ این زمین نخاری تو / بجز از خار و خس چکاری تو؟
گر نه این میوه‌ها به بار آید / باغ را از کلم چه کار آید؟
همه اندر تراش چون تیشه / کی بماند درخت این بیشه،
گوشت دهقان به هر دو ماه خورد / مرغ بریان چریک شاه خورد
دست دهقان چو چرم رفته ز کار / ده خدا دست نرم برده که: آر
دو سه درویش رفته در دره / پی گوساله و بز و بره
شب فغانی که: گرگ میش برد / روز آهی که؟ دزد خیش برد
تو پر از باد کرده پشم بروت / که کی آرد شبان پنیر و قروت؟
ای که بر قهر دیگران کوشی / بهر خود گاو دیگران دوشی
هیچ در قهر خود نخواهی شد / حاکم شهر خود نخواهی شد
هر که بر نفس خود مسلط نیست / نیست سلطان و اندرین خط نیست
پادشاهی نگاه داشتنست / دیده و دل به راه داشتنست
اندرین تن، که ملک خاص تواست / گر تو شاهی کنی، خلاص تواست
شاهی تن ز اعتدال بود / به طلب کردن کمال بود
کردن او را به شرع و عقل دوا / نپسندیدن آنچه نیست روا
اندرین شوکت و جوانی خود / شیر مردی و پهلوانی خود
بر وجود خود ار ظفر یابی / یا خود این روز رفته دریابی
زندهٔ جاودانه باشی تو / شیر مرد زمانه باشی تو
گر چه ترشست و تلخ گفتن حق / شوربختیست هم نهفتن حق
سخن ار دل شکن نباشد و سخت / رهنمایی کجا کند سوی بخت؟
هر چه گفتم اگر نگیری یاد / روز ما بگذرد، شبت خوش باد
",58,masnavi,ouhadi
37,جام جم,37,در ملازمت پادشاه و شرایط بندگی,"ای پسر، چون ملازم شاهی / نتوان بود غافل و ساهی
بخش کن روز خویش و شب را نیز / مگذران بر فسوس عمر عزیز
شب سه ساعت به امر حق کن صرف / سه حساب و کتاب و رقعه و حرف
سه به تدبیر ملک و رای صواب / سه به آسایش و تنعم و خواب
روز را هم بدین قیاس نصیب / بکنی، گر مدبری و مصیب
پیش سلطان خشمناک مرو / در دم پنجهٔ هلاک مرو
موج دریاست قربت شاهان / خشم ایشان بلای ناگاهان
اول روز پیش شاه مدام / جهد کن تا سبق بری به سلام
در مکش خط به نام نزدیکان / پی منه بر مقام نزدیکان
شاه را بی‌نفاق طاعت کن / به قبولی ازو قناعت کن
گر ترا کم دهد مرو در خشم / وز به آن بیشتر مگردان چشم
چشم بر کن به دوستان قرین / گوش بر دشمنان گوشه‌نشین
هیزم خشک و برق آتش بار / مرد خفته است و دشمن بیدار
سود کس در زیان او مپسند / فتنه بر آستان او مپسند
هر کرا شاه بر کشد، بپذیر / وانکه را دشمنست دوست مگیر
دل درو بند و گنجش افزون کن / وانکه نگذاشت رنجش افزون کن
بنوازد، دعا کنش بر جان / بزند، سر مپیچش از فرمان
مال خواهد، کلید گنج ببر / مرد جوید، بکوش و رنج ببر
گر به آبت فرستد، ار آتش / به رخ هر دو رخ در آور خوش
با کسی کو به راه پیشترست / نزد سلطان به جاه بیشترست
گر بزرگی کند مدارش خرد / که ترا بار او بباید برد
آنکه در صید شاه دام نهد / بوسه بر دست هر غلام دهد
تا که باشد دل غلامی دور / از تو کارت کجا پذیرد نور؟
بر فتوح کسان میفگن چشم / ور فتوحت نشد مرو در خشم
ور گروهی مخالف شاهند / راه ایشان مده، که بیراهند
عیب کس بر تو چون شود تابان / دیده از دیدنش فرو خوابان
جهد کن تا چو ناکس و اوباش / نکنی سر مملکت را فاش
بر میان دار بند به کوشی / بر زبان نیز مهر خاموشی
با کسی، کش نمیتوان زد مشت / ور بکوشد، نمیتوانی کشت
اندکی خلق خوشترک باید / ور فتوحیست مشترک باید
خاطر شاه را چو آینه دان / همه نقشی درو معاینه دان
آنکه تا بود نقش راست شمرد / نقش کج پیش او نشاید برد
گر نباشد بدین صفاتت دست / پیش ایزد کمر نشاید بست
",33,masnavi,ouhadi
38,جام جم,38,در منع تبختر و طیش,"نرم باش، ای پسر، به رفتن، نرم / تا نگردد دلت به رفتن گرم
این صفتهای لاابالی چیست؟ / تو چه دانی که چند خواهی زیست؟
گفته‌ای: از جهان چو میگذریم / خود بیا تا غم جهان نخوریم
گر نمانی نه در شمار شوی / ور بمانی نه کم وقار شوی
چه ضرورت به ترک تازیدن؟ / پیش شمشیر مرگ بازیدن؟
گوش بر قول ناخلف کردن؟ / مال و اوقات خود تلف کردن؟
کوش تا خویش را نیارایی / که نمانی اگر بکار آیی
در تو چون روزگار چشم کند / چون تواند دلت که خشم کند؟
شاید ار حال خود بگردانی / تا مگر چشم بد بگردانی
باد سر خاکسار خواهدبود / باده خور خاک خوار خواهد بود
نفس اگر شوخ شد، خلافش کن / تیغ جهلست در غلافش کن
نه شب عیش و باده خوردن تست / که آبروی جهان به گردن تست
دوستی زین عمل به باد شود / دشمن خود مهل، که شاد شود
بر سبک‌سر نشاید ایمن بود / که سبک‌سر به سر در آید زود
کم شنیدم که مرد آهسته / گردد از خوی خویشتن خسته
نیست در شهرسست فرهنگی / هیچ عیبی بتر ز بی‌سنگی
در هنر بس پدر که داد دهد / پسری شپ شپش به باد دهد
ای که رویت به قربت شاهست / چه روی کابگینه در راهست؟
میروی، نرم تر بنه گامت / تا مبادا که بشکنی جامت
حیف! عیشی چنین به دست آورد / پس به طیشی درو شکست آورد
گر بترسی ز پادشاه خموش / در مراعات سر شاهی کوش
شاه خاموش با تو در سازد / سر شاهی سرت بیندازد
گر نه دین قاید امارت تست / بس خرابی که در عمارت تست
خود نمایی به اسب و جامه مکن / گوش بر اهل سوق و عامه مکن
راست گردان ز بهر نام بلند / سیرتی خاص گیر عام پسند
چند جویی برین و آن پیشی؟ / نه کز ابنای جنس خود بیشی؟
تو نبودی پدیدت آوردند / پس به گفت و شنیدت آوردند
باز فانی شوی به آخر کار / به سگان باز دار این مردار
در میان دو نیست هستی تو / غایت غفلتست مستی تو
چه نهی در میان این دو فنا / بر خود و دوش خویش رنج و عنا؟
هر که بالاترست منزل او / به تواضع رغوب‌تر دل او
همه را روی در تو و تو به خواب / چه دهی پیش کردگار جواب؟
قرب سلطان مبارک آنکس راست / که کند کار مستمندی راست
خوش بباید بر آن امیر گریست / که به تدبیر روستایی زیست
روستایی کند کفایت و صرف / تو مگر سازی از خراجش طرف
وانگهی خویش را امین دانی / آه اگر مردمی چنین دانی!
مکن از بهر این تفرج و فرج / رزق ده ساله را به زودی خرج
بیوه زن دوک رشته در مهتاب / کرده بر خود حرام راحت و خواب
خایهٔ مرغ گرد کرده به صبر / تا بیاید امیر و از سر جبر
خایه‌ها را به خایگینه کند / مرغ و کرباس را هزینه کند
وانگهی بر نشیند و تازد / فلکش سر چرا نیندازد؟
به جفا دل مهل، که چست شود / کانچه بشکست کی درست شود؟
چه نهی بر نهال خود تیشه؟ / در بریدن بباید اندیشه
غضبی، کز طریق دانش خاست / عقل و دین عذر آن تواند خواست
آن غضب ناپسند باشد و زشت / که چو کردی مجال عذر نهشت
در جهان هر چه حکمت و ریوست / همه تریاک زهر این دیوست
خرد و جانت ار تمام شوند / غضب و شهوتت غلام شوند
بس رسول و نبی شدند هلاک / تا جهان زان دو دیو گردد پاک
این دو را گر تو زیر گام کنی / خویشتن را بلند نام کنی
مکن از جام جهل خود را مست / که بیکباره میروی از دست
",50,masnavi,ouhadi
39,جام جم,39,در منع شراب و بنک و مستی,"باده کم خور، خرد به باد مده / خویش را یاد او به یاد مده
هوش یار تو به، که بیهوشی / هوشیاری تو، باده کم نوشی
می بتونت کشد سر از بستان / بنگ رویت کند به گورستان
باده در خیک و بنگ در انبان / گر نه دیوانه‌ای مشو جنبان
خیک و انبان به خوک و سگ بگذار / خوک گندیده و سگ مردار
می سرخت نمد به دوش کند / بنگ سبزت گلیم پوش کند
دل سیاهی دهند و رخ زردی / بهل این سبز و سرخ، اگر مردی
بنگت آن اشتها دهد به دروغ / که چو ماء العسل بلیسی دوغ
می چنانت کند به نادانی / که بز ماده را پری خوانی
هر سقط کز جهان برو خندند / این دو دلاله شان فرو بندند
بنگ در بر کشد به زنجیرت / گر نباشد مویز و انجیرت
خوردن آب گرم وسبزهٔ خشک / خون بسوزاندت چو نافهٔ مشک
بهل آن آب را، که تر گردی / مخور این سبزه را، که خر گردی
آب گندیده، خاک پوسیده / در تو چون نفس و روح دو سیده
ترکشان کن، که دشمنان بدند / زانکه این هر دو دشمن خردند
بت پرستی ز می‌پرستی به / مردن غافلان ز مستی به
جود نیکست وجود مستان بد / هوشیاری ز مست مستان بد
مست نادم شود به هشیاری / تو ز مستان طمع چه میداری؟
گر چه در هر دو وضع و رفعی نیست / هم شراب ای پسر، که نفعی نیست
",19,masnavi,ouhadi
40,جام جم,40,در آداب می خوردن,"خوردن باده گر شود ناچار / کوش تا نگذرد حریف از چار
خادمی چست و صاحبی خوشخوی / ساقیی نغز و مطربی خوش گوی
تا زر و سیم و نقل داری و می / منه از جای خویش بیرون پی
گر خوری می به خانهٔ دگران / بر حریفان مباش سرد و گران
چشم در شاهد حریف مکن / هزل با مردم شریف مکن
نقل کم خور، که می‌خمار کند / نقل کم کن که سرفگار کند
به قبول کسان ز جای مشو / عندلیب سخن سرای مشو
وقت خوردن دو باده کمتر نوش / تا نباید به دست رفتن و دوش
تا بگردد خورش گوارنده / مشو، ای خواجه، می گسارنده
می بهل، تا که کار خود بکند / که به آخر شکار خود بکند
خورش و می چو در هم آمیزی / خون خود را به خوان خود ریزی
می خوری، اعتراف کن به گناه / تا نگردد حرام سرخ و سیاه
چند گویی که: باده غم ببرد؟ / دین و دنیا نگر که هم ببرد
بیغمی شعبه‌ای ز بی‌نفسیست / بطر و خرمی ز ناجفسیست
آن که شیرین به غم سرور کند / از دل خویش غم چه دور کند؟
بهتر از غم کدام یار بود؟ / که شب و روز برقرار بود
می چنان خور که او مباح شود / نه کزو خانه مستراح شود
هر چه مستی کند حرامست آن / گر شرابست و گر طعامست آن
مستی مال و جاه و زور و جمال / هم حرامست و نیست هیچ حلال
به ضرورت نجس حلال بود / بیضرورت نفس وبال بود
آب زمزم گرت کند سرمست / رو بشوی از حلال بودن دست
تو در آبی، چنین دلیر مرو / بر کنارش رسی، به زیر مرو
گر چه غم سوز و غصه کاهست او / زو برمن، آب زیر کاهست او
گر چه آبی تنک نماید و سهل / پای در وی منه تو از سر جهل
بر حذر باش ز آب آتش رنگ / که تفش اژدهاست و ناب نهنگ
آتش باده بر مکن زین پس / که ترا آتش جوانی بس
می که آتش ندیده جوش کند / چون به آتش رسد خروش کند
می چو آتش بر آتشت ریزد / می ندانی چه فتنه بر خیزد؟
زین دو آتش چو دیگ برجوشی / گر به یکباره خود سیاووشی
کاسه‌ای کندرو خوشی نبود / چه شود گر دو آتشی نبود؟
بهل این آتش ار کمست، ار بیش / که درشت آتشیست اندر پیش
مکن، ای نفس و کار خود دریاب / روز شد برگشای چشم از خواب
چند راضی شوی به خورد و به خفت؟ / ترک این بیخودی بباید گفت
باده نوشندگان جام الست / نشوند از شراب دنیا مست
ذوق پاکان زخم و مستی نیست / جاه نیکان به کبر و هستی نیست
هر کرا عشق او خراب کند / فارغ از بنگ و از شراب کند
از کف من چو جام‌جم داری / دیگر اندر جهان چه غم داری؟
گر چه اختر به اختیار تو شد / ور چه شیر فلک شکار تو شد
تو بیکبارگی ز دست مشو / وز شراب غرور مست مشو
بس ازین آب و خاک غارت کن / آب و خاکی دگر عمارت کن
گاه مستی و گه خرابی تو / کس نداند که از چه بابی تو؟
چون نکردی خرابی آبادان / بر خرابی چه میشوی شادان؟
خیز و آباد کن مقامی نیک / تا برآری به خیر نامی نیک
چند راحت بری ز ملک کسان؟ / راحتی هم به ملک خود برسان
",44,masnavi,ouhadi
41,جام جم,41,در ترتیب منزل و اساس آن,"پادشاهان که گنج پردازند / رسم باشد که شهر و ده سازند
زانکه در کردن عمارت عام / هم مثوبات باشد و هم نام
گر چه بعضی ز مال کاست شود / کار بسیار خلق راست شود
هر کرا رای شهر ساختنست / اولین شرط مال باختنست
وانگهی کردن اختیاری نیک / پس بنا کردن حصاری نیک
گر بود مشرق و شمالش باز / با جنوب گرفته مال مباز
حفر کاریز و جویها مقدور / برف نزدیک و گرمسیر نه دور
نمک و هیزم و گچ و گل سر / بیشه و کوه و راه اشتر و خر
جای نخجیر و رودخانهٔ آب / خیل و صحرا نشینش از هر باب
ور دهی نیز را اساس نهند / عاقلان هم برین قیاس نهند
بر زمینی که آب خیز بود / کوه را حاجت گریز بود
آب شیرین به جوی و خاک درست / جای کشت و برو رعیت چست
شهر نزدیک و شیخ دانشمند / آب گیر و صطرخ باشد و بند
خندق و سور بهر تیرزنان / چشمه نزدیک بهر پیرزنان
بر بلندی و دور از آفت سیل / وز گذار چریک یافته میل
ور کنی خانه‌ای اساس ببین / جایگاهی بلند و رست و امین
راه آب و زمین و بستان نیز / جای برف افگن زمستان نیز
مطرح خاک و محرز غله / کاه و اصطبل، ارت بود گله
همه نزدیک بایدش ناچار / آب و حمام و مسجد و بازار
ور نداری، که خانه سازی، زر / رخت در کوچهٔ کریمان بر
",20,masnavi,ouhadi
42,جام جم,42,در شرایط عمارت کردن,"تا ندانی که کیست همسایه / به عمارت تلف مکن مایه
مردمی آزموده باید و راد / که به نزدیکشان نهی بنیاد
خانه در کوی بختیاران کن / دوستی با لطیف کاران کن
حق همسایگان بزرگ شمار / باطلی گر کنند یاد میار
خویشتن را مکن ز خویشان دور / میکن آزار خویش ازیشان دور
خویش بد را زبان ببر به سپاس / دشمن خانگیست، زو به هراس
خویش خود را نگر نداری خوار / زانکه با خویش میکنی این کار
کبر با خویش خود مکن به درم / گر چه با او سخا کنی و کرم
خلق محتاج و دیدها بازست / کار مردم بساز، ارت سازست
پی ز رنجور هم دریغ مدار / قرض جوید، درم دریغ مدار
به یتیمان کوچه میکن چشم / بیوگان را سخن مگوی به خشم
باغت ار هست و هیزم و میوه / دور کن قسم مفلس و بیوه
مکن از کس اثاث خانه دریغ / تشنه بینی، برو بباران میغ
دوست گیری، دگر ز دست مده / عهد را عادت شکست مده
با غریبان به لطف خویشی گیر / به دعا و سلام پیشی گیر
گر غریبی غریب ساری کن / ور ز شهری غریب داری کن
کوش تا بر ره سپاس شوی / تا حق اندیش و حق شناس شوی
در ادا کوش چون کنی وامی / منه از وعده پیشتر گامی
آنکه زر داد زور داند کرد / وانکه زر برد هم تواند خورد
با خداوند حق درشت مگوی / زر طلب میکند به مشت مگوی
چون گزافی نگفت ازو مازار / گفت چیزی که برده‌ای بازار
باز بر دست خویشتن ده و داد / مکن، ارنه زرت رود بر باد
زر بزور اینچنین ز دست مده / خنجر خویشتن بمست مده
باش با کم ز خود برادر و دوست / بیش را مغز دان و خود را پوست
خانهٔ بی‌نماز ویرانست / گر چه آرامگاه شیرانست
خانه از طاعتست و خیر آباد / خیر اگر نیست نام خانه مباد
مسجد از خانه ساز و طاعت کن / نان ده و خانه پر جماعت کن
قدم دوستان به خانه در آر / دشمنان را مجوی نیز آزار
آنکه از دشمنان نسازد دوست / فلک از دوستان دشمن اوست
غرض آنست ازین جماعت شهر / که به مسکین رسد نوازش و بهر
ورنه هر طاعتی نهفته بهست / خیر با دیگران نگفته بهست
خیر باید ز مرد زاینده / تا بود نام و خانه پاینده
بر مکش خانه جز به دین و به داد / ورنه بر آب مینهی بنیاد
",33,masnavi,ouhadi
43,جام جم,43,در منع اسراف,"ای که بر قصر کوشک سازی تو / پیه بر دنبه میگدازی تو
گر چه این قصرها طربناکست / چون به گردون نمیرسد خاکست
نردبانی چنان بساز، ای گرد / که تواند بر آسمانت برد
در رواق سپهر میباشی / چکنی نقش خانه از کاشی؟
هر کرا خانه‌ای تمام بود / دو بسازد، به عقل خام بود
خانه‌ای بس بود گروهی را / چه کشی بر سپهر کوهی را؟
روی در گفتهٔ خدای آور / حق «لا تسرفوا» بجای آور
خیمهٔ عاریت برین سر راه / بزن و دست ظلم کن کوتاه
قصر سازی و جمع مال کنی / گردن خویش پر و بال کنی
اندرین راه پر مصیبت و درد / قصر و جمعی چنین نشاید کرد
زین درست و درم به رغبت و میل / پل و بندی بساز در ره سیل
کاخ و کاشانه‌ای که خواهی هشت / پیش اهل خرد چه خوب و چه زشت؟
خیز و برکار کن رباطی چند / راه دزدان نابکار ببند
تا تو رخت و سرای را دانی / به خدای ار خدای را دانی
ناید این هر دو کار باهم راست / هر که این را فزود آن را کاست
ترک این حرص خانه گیر بده / فاردی، پای در زیاده منه
گر چه کاشیست خانه یا چینی / دل بگیرد چو بیش بنشینی
مال چون باز میبرند از پس / صد کجا میبری؟ ز صد یک بس
چکنی خانه‌ها ز خشت حرام؟ / زانکه ویران شود بهشت حرام
گر حرامست خانه، کوچک به / تا حلالت کند رعیت ده
چیست این خانه با شکستن عهد؟ / نیش زنبور و خانهٔ پر شهد
نتوانی ز خانهٔ بسیار / که به زنبور در رسانی کار
خانه‌ای را که روبه ویرانیست / کردنش موجب پشیمانیست
حق نداد از طهارت کعبه / به سلیمان عمارت کعبه
بهر مرغی که کشته بود به دست / یافت این نیستی بدان همه هست
مسجدی کز حرام برسازی / عاقبت خر درو کند بازی
بس بود بهر کبریا قصری / خاصه در دولت چنین عصری
آنکه او مسجد مدینه بساخت / میتوانست قصرها پرداخت
لیکن اندیشهای لقمانی / داد از آن نخوتش پشیمانی
به چنان خانه‌ای قناعت کرد / پشت بر آز و رخ به طاعت کرد
نام را بهتر از سخن مشناس / سخنی کش بلند باشد اساس
چکنی تکیه بر عمارت دار؟ / این عمارت ببین و آن بگذار
اصل این سیم و زر ز زیبق خاست / زان چو زیبق بجنبد از چپ و راست
زر ز خاکست و بر زبر نرود / نهلد تا به خاک در نرود
بدهی، در بهشت کاخ شود / ندهی، دوزخت فراخ شود
هر چه در وجه آش و نان تو نیست / بفشان و بده که آن تو نیست
نخوری، دیگری بخواهد برد / تو خودش کن به کام و دندان خرد
چه نهی مال بهر فرزندان؟ / که به ایشان نمیرسد چندان
پسر ار مقبلست باکش نیست / ورنه زان مال بهره خاکش نیست
کانچه از شحنه ماند و قاضی / نشود به زن بیش از آن راضی
این ابوالقاسمان که پیش رهند / چه به طفلان نارسیده دهند؟
ور از آنها فزون شود چندی / نکند با یتیم پیوندی
مال را میل آتشین چکنی؟ / غصه را یار و همنشین چکنی؟
این سخنها نه از رعونت خاست / سخنی روشنست و راهی راست
در دلم نیست از کسی خاری / با کسم نیز نیست آزاری
راست زهریست شکرین انجام / کژ نباتی که تلخ دارد کام
تلخی از پند چون توان رفتن؟ / راست شیرین کجا توان گفتن؟
مغز این گر جدا کنند از پوست / فاش گردد که دشمنم یا دوست
",48,masnavi,ouhadi
44,جام جم,44,در تناکح و توالد,"خلق را چون نظر به صورت بود / وطن و منزلی ضرورت بود
چون شود منزل و وطن معمور / بی‌زن و خادمی نگیرد نور
تا اگر بگذرد ازین چندی / هم بماند ز هر دو فرزندی
که نگهدارد آن در خانه / نگذارد به دست بیگانه
زانکه از مال غم ندارد مرد / چون بداند که دوست خواهد خورد
عادت زیستن چنین بودست / شربت مرگ و مردن این بودست
پس چو ناچار شد که خواهی زن / گرد رانی به جوی بی‌گردن
زن دوشیزه خواه و نیک نژاد / تا ترا بیند و شود بتو شاد
کانکه با شوهری دگر بوده است / پیش او عشوهٔ تو بیهوده است
و گرش صورت و درم باشد / خود فتوحیست این و کم باشد
اصل در زن سداد و مستوریست / و گرش ایندو نیست دستوریست
چونکه پیوند شد، به نازش دار / بر سرخانه سر فرازش دار
تو در آیی ز در، سلامش کن / او درآید، تو احترامش کن
هر زمانش به دلنوازی کوش / وقت خلوت به لطف و بازی کوش
صاحب رخت و چیز دار او را / پیش مردم عزیز دار او را
از سخنهای خوب و گفتن خوش / به نماز و به طاعتش در کش
میکن ار بینی از خرد نورش / به نصیحت ز بام و در دورش
راه بیگانه در سرای مده / پیرزن را به خانه جای مده
بیضرورت روا مدار به فال / راه لولی و مطرب و دلادل
دل خویشان او مدار دژم / هر یکی را به قدر میخور غم
تا ز لطف تو شرمسار شود / به مراد تو سازگار شود
با زن خویشتن دو کیسه مباش / وان چه دارد به سوی خود متراش
زن چو داری، مرو پی زن غیر / چون روی در زنت نماند خیر
هر چه کاری همان درود توان / در زیان گارگی چه سود توان؟
زن کنی، داد زن بباید داد / دل در افتاد، تن بباید داد
آنکه شش ماه در سفر باشد / دو دیگر به راه در باشد
چار در شهر روز می خوردن / شب خرابی و جنگ و قی کردن
دل به بازارها گرو کرده / کهنه را هشته، قصد نو کرده
برده خاتون به انتظارش روز / او بخفته ز خستگی چون یوز
این گنه را که عذر داند خواست؟ / وین تحکم به مذهب که رواست؟
کد خدایی چنین به سر نرود / زن ازین خانه چون بدر نرود؟
بشر در روم و تاجر اندر هند / چون نیاید به خانه فاجر و رند؟
در سفر خواجه بی‌غلامی نیست / بی می و نقل و کاس و جامی نیست
پیش خاتون جز آب و نان نبود / و آنچه اصلست در میان نبود
این نه عدلست و این نه داد، ای مرد / خانه خود مده به باد، ای مرد
به ازین کرد باید اندیشه / تا نیاید شغال در بیشه
تو که مردی، نمیکنی صبری / چه کنی بر زنان چنین جبری؟
خواجه چون بی‌غلام دم نزند / زن پاکیزه نیز کم نزند
بندهٔ خوب در حرم نبرند / آتش و پنبه پیش هم نبرند
کار ایشان اگر ز فتنه بریست / قصهٔ یوسف و زلیخا چیست؟
پیش روباه مینهی دنبه / می‌خروشی که: «تله می‌جنبه»
هر که غیرت نداشت دینش نیست / آن ندارد کسی که اینش نیست
زن کنی، خانه باید و پس کار / بعد از آن بنده و ضیاع و عقار
ملک را آب و بندگان را نان / خانه را خرج و خرج را مهمان
طفل کوچک چو بهر نان بگریست / چه شناسد که نحو و منطق چیست؟
میل کودک به گردگان و مویز / بیش بینم که بر خدای عزیز
چون اسیر و عیال‌مند شوی / به سر و پای در کمند شوی
طمع از لذت حضور ببر / سوی ظلمت شو و ز نور ببر
نان و هیزم کشی چو حمالان / روز و شب تا سحر ز غم نالان
بندگی نان کشیدنست به رنج / خواجه نامی ولیک بنده بسنج
خواجگی راحتست و آزادی / تو به رنج و به بندگی شادی
گر ندانی سزای گردن گول / غل دیوست،یا دو شاخهٔ غول
هم چو دزدان نشسته بر زانو / کرده او را دو شاخه کدبانو
کنده در پای و بند بر گردن / چون توان فخر خواجگی کردن؟
روز تا شب بلا و بار کشی / تا شبش تنگ در کنار کشی
از تو خاتون چو گردد آبستن / نتوان راه زادنش بستن
چون بزاد، ار نرست اگر ماده / خرج باید دو مرده آماده
پسران را قبای روسی کن / دختران را به زر عروسی کن
ز در دوستان به ماتم و سور / نتوانی شدن به کلی دور
خواجگی نیست، این بلای تنست / با چنین کمزنی چه جای زنست؟
بندگی کن، که خواجه خوانندت / گر امیری کنی برانندت
",61,masnavi,ouhadi
